position_id,member_code,status,upline_id,upline_code,referrer_id,referrer_code,self_pt,active,force_active,parent_source
1213,54480201,withdrawn,1287,64697002,1287,64697002,0,0,0,SAME
1489,89717901,withdrawn,1287,64697002,1287,64697002,0,0,0,SAME
1506,91654601,withdrawn,1287,64697002,1287,64697002,0,0,0,SAME
1288,64697003,withdrawn,1286,64697001,1286,64697001,0,0,0,SAME
1442,85284801,withdrawn,1286,64697001,1286,64697001,0,0,0,SAME
1417,82064001,withdrawn,1442,85284801,1442,85284801,0,0,0,SAME
1481,89109001,active,1442,85284801,1442,85284801,150,1,0,SAME
1508,91713901,withdrawn,1442,85284801,1442,85284801,0,0,0,SAME
1538,95063301,active,1442,85284801,1442,85284801,0,0,0,SAME
1537,94954001,active,1384,76348702,1384,76348702,0,0,0,SAME
1573,99724501,active,1384,76348702,1384,76348702,150,1,0,SAME
1385,76348703,active,1383,76348701,1383,76348701,150,1,0,SAME
971,26582001,active,1385,76348703,1385,76348703,0,0,0,SAME
1120,43292301,active,1385,76348703,1385,76348703,150,1,0,SAME
1324,68673601,active,1120,43292301,1120,43292301,150,1,0,SAME
969,26522201,active,1324,68673601,1324,68673601,150,1,0,SAME
1178,48895701,active,1324,68673601,1324,68673601,0,0,0,SAME
1311,67302301,active,1324,68673601,1324,68673601,150,1,0,SAME
1325,68673602,lapsed,1324,68673601,1324,68673601,0,0,0,SAME
1261,61225401,active,1325,68673602,1325,68673602,150,1,0,SAME
914,19950601,withdrawn,1261,61225401,1261,61225401,0,0,0,SAME
1316,67710701,withdrawn,1325,68673602,1325,68673602,0,0,0,SAME
1556,96973001,withdrawn,1325,68673602,1325,68673602,0,0,0,SAME
1557,96973002,withdrawn,1556,96973001,1556,96973001,0,0,0,SAME
1326,68673603,active,1324,68673601,1324,68673601,0,0,0,SAME
1174,48743401,active,1326,68673603,1326,68673603,150,1,0,SAME
879,16521701,active,1174,48743401,1174,48743401,0,0,0,SAME
880,16521702,withdrawn,879,16521701,879,16521701,0,0,0,SAME
825,12564301,withdrawn,880,16521702,879,16521701,0,0,0,DIFF
1438,84834901,withdrawn,880,16521702,879,16521701,0,0,0,DIFF
1133,44356701,withdrawn,1438,84834901,1324,68673601,0,0,0,DIFF
814,11643601,withdrawn,1133,44356701,1133,44356701,0,0,0,SAME
1548,96447501,active,1133,44356701,1133,44356701,0,0,0,SAME
1139,45446001,withdrawn,1548,96447501,1548,96447501,0,0,0,SAME
1026,31813401,withdrawn,1139,45446001,879,16521701,0,0,0,DIFF
1412,81355101,withdrawn,1139,45446001,1324,68673601,0,0,0,DIFF
1443,85409701,withdrawn,1412,81355101,1324,68673601,0,0,0,DIFF
1454,86704501,withdrawn,1548,96447501,1548,96447501,0,0,0,SAME
1439,84834902,withdrawn,1438,84834901,1438,84834901,0,0,0,SAME
1254,60988101,withdrawn,879,16521701,879,16521701,0,0,0,SAME
1255,60988102,withdrawn,1254,60988101,1254,60988101,0,0,0,SAME
1267,62210801,withdrawn,879,16521701,879,16521701,0,0,0,SAME
1175,48743402,withdrawn,1174,48743401,1174,48743401,0,0,0,SAME
1415,81986001,active,1175,48743402,1175,48743402,0,0,0,SAME
1416,81986002,withdrawn,1415,81986001,1415,81986001,0,0,0,SAME
1346,70474201,withdrawn,1174,48743401,1174,48743401,0,0,0,SAME
1347,70474202,withdrawn,1346,70474201,1346,70474201,0,0,0,SAME
1411,81255101,active,1174,48743401,1174,48743401,0,0,0,SAME
1241,59087201,withdrawn,1411,81255101,1411,81255101,0,0,0,SAME
1225,56410401,withdrawn,1326,68673603,1326,68673603,0,0,0,SAME
1395,78281801,withdrawn,1326,68673603,1324,68673601,0,0,0,DIFF
1512,91864901,withdrawn,1324,68673601,1324,68673601,0,0,0,SAME
1348,70679701,autoship,1120,43292301,1120,43292301,0,0,0,SAME
1023,31462301,withdrawn,1348,70679701,1348,70679701,0,0,0,SAME
1414,81898301,withdrawn,1348,70679701,1348,70679701,0,0,0,SAME
1461,87519101,lapsed,1348,70679701,1348,70679701,0,0,0,SAME
1493,90126801,active,1120,43292301,1120,43292301,150,1,0,SAME
950,24163001,active,1493,90126801,1493,90126801,150,1,0,SAME
983,27422801,withdrawn,950,24163001,950,24163001,0,0,0,SAME
1266,62147201,withdrawn,950,24163001,950,24163001,0,0,0,SAME
1451,86316101,withdrawn,950,24163001,950,24163001,0,0,0,SAME
1104,42235701,lapsed,1493,90126801,1493,90126801,0,0,0,SAME
1150,46391101,active,1493,90126801,1493,90126801,150,1,0,SAME
1277,63537401,active,1385,76348703,1385,76348703,0,0,0,SAME
1184,49512501,active,1277,63537401,1385,76348703,150,1,0,DIFF
1349,71117201,active,1277,63537401,1385,76348703,150,1,0,DIFF
1462,87784401,active,1385,76348703,1385,76348703,0,0,0,SAME
1468,88295501,active,1385,76348703,1385,76348703,0,0,0,SAME
1486,89418501,lapsed,1385,76348703,1385,76348703,0,0,0,SAME
1476,88905501,lapsed,1383,76348701,1383,76348701,0,0,0,SAME
1340,70114501,withdrawn,1476,88905501,1476,88905501,0,0,0,SAME
835,13379501,withdrawn,1340,70114501,1340,70114501,0,0,0,SAME
1008,29960601,withdrawn,1340,70114501,1340,70114501,0,0,0,SAME
1146,46333701,lapsed,1340,70114501,1340,70114501,0,0,0,SAME
1147,46333702,withdrawn,1146,46333701,1146,46333701,0,0,0,SAME
1024,31490801,withdrawn,1147,46333702,1146,46333701,0,0,0,DIFF
1192,50273201,withdrawn,1147,46333702,1147,46333702,0,0,0,SAME
1560,97676101,withdrawn,1147,46333702,1147,46333702,0,0,0,SAME
1148,46333703,withdrawn,1146,46333701,1146,46333701,0,0,0,SAME
1149,46333704,withdrawn,1146,46333701,1146,46333701,0,0,0,SAME
1377,75492401,active,1149,46333704,1149,46333704,0,0,0,SAME
1477,88905502,lapsed,1476,88905501,1476,88905501,0,0,0,SAME
1125,43418501,active,1477,88905502,1477,88905502,0,0,0,SAME
894,18475101,withdrawn,1125,43418501,1125,43418501,0,0,0,SAME
1341,70180601,active,1125,43418501,1125,43418501,150,1,0,SAME
1429,83433901,active,1125,43418501,1125,43418501,150,1,0,SAME
1478,88905503,withdrawn,1476,88905501,1476,88905501,0,0,0,SAME
1564,98274001,active,1383,76348701,1383,76348701,0,0,0,SAME
858,15226301,active,1564,98274001,1564,98274001,150,1,0,SAME
840,14047101,active,858,15226301,858,15226301,150,1,0,SAME
892,18293401,withdrawn,840,14047101,840,14047101,0,0,0,SAME
1131,44146101,lapsed,892,18293401,858,15226301,0,0,0,DIFF
1049,35282801,withdrawn,1131,44146101,1131,44146101,0,0,0,SAME
1246,60213701,autoship,1131,44146101,1131,44146101,0,0,0,SAME
1440,84949401,withdrawn,1131,44146101,1131,44146101,0,0,0,SAME
1334,69571901,active,892,18293401,858,15226301,0,0,0,DIFF
1427,83191401,active,892,18293401,858,15226301,0,0,0,DIFF
957,25067801,active,840,14047101,840,14047101,150,1,0,SAME
902,19304201,active,957,25067801,957,25067801,150,1,0,SAME
861,15316501,active,902,19304201,902,19304201,0,0,0,SAME
1352,71583501,active,861,15316501,861,15316501,150,1,0,SAME
1499,90859701,withdrawn,902,19304201,1564,98274001,0,0,0,DIFF
1035,32988801,withdrawn,1499,90859701,858,15226301,0,0,0,DIFF
1740,25067802,active,957,25067801,957,25067801,150,1,0,SAME
819,12226601,withdrawn,1740,25067802,1564,98274001,0,0,0,DIFF
1350,71492901,active,819,12226601,858,15226301,0,0,0,DIFF
1345,70431701,active,1350,71492901,858,15226301,150,1,0,DIFF
1232,57697401,autoship,1740,25067802,1740,25067802,0,0,0,SAME
1335,69773101,withdrawn,1232,57697401,1232,57697401,0,0,0,SAME
1464,88236101,autoship,1335,69773101,1335,69773101,0,0,0,SAME
1465,88236102,withdrawn,1464,88236101,1464,88236101,0,0,0,SAME
1466,88236103,withdrawn,1464,88236101,1464,88236101,0,0,0,SAME
1570,99373801,active,1335,69773101,957,25067801,0,0,0,DIFF
997,28778201,withdrawn,1570,99373801,957,25067801,0,0,0,DIFF
1511,91827101,active,1232,57697401,858,15226301,150,1,0,DIFF
996,28661501,withdrawn,1511,91827101,957,25067801,0,0,0,DIFF
990,28066801,withdrawn,996,28661501,957,25067801,0,0,0,DIFF
1045,34637001,active,840,14047101,840,14047101,150,1,0,SAME
816,11934401,withdrawn,1045,34637001,858,15226301,0,0,0,DIFF
884,17117201,withdrawn,1045,34637001,858,15226301,0,0,0,DIFF
963,25408101,withdrawn,1045,34637001,858,15226301,0,0,0,DIFF
1513,91919401,active,840,14047101,840,14047101,150,1,0,SAME
859,15226302,withdrawn,858,15226301,858,15226301,0,0,0,SAME
942,22682101,withdrawn,859,15226302,859,15226302,0,0,0,SAME
1191,50167701,withdrawn,859,15226302,859,15226302,0,0,0,SAME
1200,52649401,withdrawn,859,15226302,859,15226302,0,0,0,SAME
860,15226303,active,858,15226301,858,15226301,150,1,0,SAME
936,21984301,active,860,15226303,860,15226303,0,0,0,SAME
1142,45679301,lapsed,860,15226303,860,15226303,0,0,0,SAME
1432,84341601,active,860,15226303,860,15226303,150,1,0,SAME
829,13192101,active,1432,84341601,1432,84341601,150,1,0,SAME
1153,46727701,active,1432,84341601,1432,84341601,150,1,0,SAME
1397,78880501,active,1432,84341601,1432,84341601,150,1,0,SAME
1436,84462301,active,1432,84341601,1432,84341601,150,1,0,SAME
1449,85791501,active,860,15226303,1383,76348701,150,1,0,DIFF
985,27524001,autoship,1564,98274001,1564,98274001,150,1,0,SAME
1177,48806101,withdrawn,985,27524001,985,27524001,0,0,0,SAME
1193,50473101,withdrawn,985,27524001,1564,98274001,0,0,0,DIFF
1374,74916201,active,985,27524001,1564,98274001,0,0,0,DIFF
1151,46435701,withdrawn,1564,98274001,1564,98274001,0,0,0,SAME
1186,49764601,active,1151,46435701,1151,46435701,0,0,0,SAME
1558,97131501,active,1564,98274001,1564,98274001,0,0,0,SAME
1382,76286501,withdrawn,1558,97131501,1558,97131501,0,0,0,SAME
1900,42845502,active,1114,42845501,1114,42845501,150,1,0,SAME
801,10580001,active,1900,42845502,1900,42845502,0,0,0,SAME
809,11003401,active,1900,42845502,1900,42845502,0,0,0,SAME
851,14733701,active,1900,42845502,1900,42845502,0,0,0,SAME
1107,42587701,active,1900,42845502,1900,42845502,0,0,0,SAME
876,16391501,active,1107,42587701,1107,42587701,150,1,0,SAME
877,16391502,active,876,16391501,876,16391501,0,0,0,SAME
961,25405501,active,877,16391502,877,16391502,0,0,0,SAME
922,20936501,withdrawn,961,25405501,961,25405501,0,0,0,SAME
962,25405502,withdrawn,961,25405501,961,25405501,0,0,0,SAME
1022,31137601,withdrawn,961,25405501,877,16391502,0,0,0,DIFF
1166,47825401,withdrawn,877,16391502,877,16391502,0,0,0,SAME
1260,61170401,withdrawn,877,16391502,877,16391502,0,0,0,SAME
878,16391503,withdrawn,876,16391501,876,16391501,0,0,0,SAME
910,19737901,withdrawn,878,16391503,878,16391503,0,0,0,SAME
1285,64452101,withdrawn,878,16391503,878,16391503,0,0,0,SAME
1467,88249701,withdrawn,878,16391503,878,16391503,0,0,0,SAME
1362,72612801,autoship,876,16391501,876,16391501,150,1,0,SAME
813,11583401,withdrawn,1362,72612801,1134,44504701,0,0,0,DIFF
1426,83081201,withdrawn,813,11583401,813,11583401,0,0,0,SAME
1540,95478201,active,813,11583401,1134,44504701,0,0,0,DIFF
1118,43095601,withdrawn,1540,95478201,1540,95478201,0,0,0,SAME
1409,80518201,withdrawn,1540,95478201,1540,95478201,0,0,0,SAME
852,14840001,withdrawn,1409,80518201,813,11583401,0,0,0,DIFF
1244,59845201,withdrawn,1409,80518201,1107,42587701,0,0,0,DIFF
1505,91520301,withdrawn,1540,95478201,1484,89248801,0,0,0,DIFF
1156,46953701,withdrawn,1505,91520301,1505,91520301,0,0,0,SAME
949,23895401,withdrawn,1156,46953701,1156,46953701,0,0,0,SAME
1235,58253801,withdrawn,1156,46953701,813,11583401,0,0,0,DIFF
1544,95854501,withdrawn,1540,95478201,1540,95478201,0,0,0,SAME
1572,99516701,lapsed,1540,95478201,1540,95478201,0,0,0,SAME
1020,30969901,active,1572,99516701,1572,99516701,0,0,0,SAME
889,17791001,withdrawn,1362,72612801,1362,72612801,0,0,0,SAME
1330,68966001,withdrawn,1362,72612801,1362,72612801,0,0,0,SAME
1108,42587702,withdrawn,1107,42587701,1107,42587701,0,0,0,SAME
1109,42587703,active,1107,42587701,1107,42587701,0,0,0,SAME
935,21953101,withdrawn,1109,42587703,1109,42587703,0,0,0,SAME
1304,66415901,active,1109,42587703,1109,42587703,150,1,0,SAME
1073,39333301,active,1304,66415901,1304,66415901,150,1,0,SAME
1074,39333302,withdrawn,1073,39333301,1073,39333301,0,0,0,SAME
991,28116301,lapsed,1074,39333302,1073,39333301,0,0,0,DIFF
1314,67627901,withdrawn,991,28116301,1073,39333301,0,0,0,DIFF
1127,43846001,withdrawn,1314,67627901,1073,39333301,0,0,0,DIFF
1315,67627902,withdrawn,1314,67627901,1314,67627901,0,0,0,SAME
1450,86062501,withdrawn,1314,67627901,1073,39333301,0,0,0,DIFF
1376,75292601,active,991,28116301,1073,39333301,0,0,0,DIFF
901,19061001,withdrawn,1376,75292601,1073,39333301,0,0,0,DIFF
1027,31829201,withdrawn,1376,75292601,1376,75292601,0,0,0,SAME
1138,45281101,withdrawn,1376,75292601,1073,39333301,0,0,0,DIFF
1509,91730101,withdrawn,991,28116301,1073,39333301,0,0,0,DIFF
1206,53689001,withdrawn,1074,39333302,1073,39333301,0,0,0,DIFF
1386,76813001,withdrawn,1074,39333302,1073,39333301,0,0,0,DIFF
873,16041701,withdrawn,1386,76813001,1073,39333301,0,0,0,DIFF
1280,63787601,withdrawn,1386,76813001,1304,66415901,0,0,0,DIFF
1075,39333303,withdrawn,1073,39333301,1073,39333301,0,0,0,SAME
800,10492201,withdrawn,1075,39333303,1073,39333301,0,0,0,DIFF
1081,39920901,withdrawn,1075,39333303,1073,39333301,0,0,0,DIFF
1223,56105501,withdrawn,1075,39333303,1073,39333301,0,0,0,DIFF
1388,77283001,withdrawn,1073,39333301,1073,39333301,0,0,0,SAME
986,27595001,withdrawn,1388,77283001,1388,77283001,0,0,0,SAME
1389,77283002,withdrawn,1388,77283001,1388,77283001,0,0,0,SAME
1105,42455601,active,1304,66415901,1304,66415901,0,0,0,SAME
1294,65493601,withdrawn,1304,66415901,1304,66415901,0,0,0,SAME
1305,66415902,active,1304,66415901,1304,66415901,0,0,0,SAME
1005,28957801,withdrawn,1305,66415902,1305,66415902,0,0,0,SAME
1090,40624801,active,1305,66415902,1305,66415902,150,1,0,SAME
1195,50927601,active,1305,66415902,1305,66415902,0,0,0,SAME
1306,66415903,autoship,1304,66415901,1304,66415901,150,1,0,SAME
820,12234101,active,1306,66415903,1306,66415903,0,0,0,SAME
1357,72073901,withdrawn,1306,66415903,1306,66415903,0,0,0,SAME
1368,73307401,withdrawn,1306,66415903,1306,66415903,0,0,0,SAME
1076,39456101,withdrawn,1368,73307401,1368,73307401,0,0,0,SAME
1387,77239601,active,1368,73307401,1368,73307401,150,1,0,SAME
1498,90842301,withdrawn,1368,73307401,1368,73307401,0,0,0,SAME
1220,55165901,withdrawn,1900,42845502,1900,42845502,0,0,0,SAME
836,13451401,withdrawn,1220,55165901,1220,55165901,0,0,0,SAME
1251,60649301,active,1900,42845502,1900,42845502,0,0,0,SAME
1393,77881701,active,1283,64150101,1134,44504701,150,1,0,DIFF
918,20419801,active,1393,77881701,1393,77881701,150,1,0,SAME
966,25808401,active,1393,77881701,1393,77881701,0,0,0,SAME
1327,68791101,active,1393,77881701,1484,89248801,150,1,0,DIFF
1004,28864601,active,1327,68791101,1327,68791101,150,1,0,SAME
1052,35922901,withdrawn,1327,68791101,1327,68791101,0,0,0,SAME
1084,40220601,active,1327,68791101,1327,68791101,0,0,0,SAME
1091,40643501,withdrawn,1327,68791101,1327,68791101,0,0,0,SAME
1117,43003901,withdrawn,1327,68791101,1327,68791101,0,0,0,SAME
1119,43276701,active,1327,68791101,1327,68791101,150,1,0,SAME
1471,88405101,active,1327,68791101,1327,68791101,150,1,0,SAME
1485,89280801,active,1327,68791101,1327,68791101,150,1,0,SAME
1569,99180101,withdrawn,1327,68791101,1327,68791101,0,0,0,SAME
1398,78996401,active,1393,77881701,1393,77881701,150,1,0,SAME
1162,47496501,active,1398,78996401,1398,78996401,0,0,0,SAME
1390,77478101,active,1398,78996401,1398,78996401,0,0,0,SAME
1403,79957101,active,1398,78996401,1393,77881701,150,1,0,DIFF
1189,50124001,active,1403,79957101,1403,79957101,150,1,0,SAME
1351,71494701,active,1403,79957101,1393,77881701,150,1,0,DIFF
1099,41657101,active,1351,71494701,1351,71494701,150,1,0,SAME
1473,88686101,lapsed,1351,71494701,1351,71494701,0,0,0,SAME
1447,85627701,active,1403,79957101,1403,79957101,150,1,0,SAME
1281,63893701,active,1447,85627701,1447,85627701,150,1,0,SAME
846,14372601,active,1281,63893701,1281,63893701,150,1,0,SAME
2208,82179502,active,1418,82179501,1418,82179501,0,1,1,SAME
